LARP7
LARP7
POU5F1P3
LOC100506507
POU5F1
POU5F1
POU5F1
ZIC3
VRTN
NANOG
LECT1
CER1
POU5F1
GDF3
DPPA4
TDGF1
NODAL
L1TD1
GAL
TDGF1
TERF1
GRPR
TERF1
LEFTY2
SEPHS1
TERF1
PMAIP1
MSH2
BPTF
SCLY
METTL21A
TERF1
PHC1
SKP2 (includes EG:27401)
MMS22L
GABRB3
DNAH14
AKIRIN1
METTL21A
GLB1L3
SEPHS1
CUZD1
LOC729082
BICD1
EEF1E1
ESRP1
HSPD1
TFAM
LEFTY1
NUDT15
BCAT1
MTHFD1L
SHISA9
PHC1
PINX1
DENR
MDN1
CNOT6
RLIM
MRS2 (includes EG:380836)
DDX6
CASP3
UNC5D
KIF13A
NOLC1
CDC25A
SLC25A21
FGD6
ADD2
RRP15 (includes EG:327053)
C21orf88
G3BP2
RRAS2
TARS
DDX21
EMG1
NIP7
RTP1
MTAP
SKIL
LOC100506054
CCRN4L
GABRB3
SMPDL3B
HMG4L
RNASEH1
HMGB3P24
PHAX
TIMM8A
SNHG13
HMGB3P22
LRR1
CCL26
MRPS30
CACHD1
CHAC2
NUP160
NLN
SLIRP
METTL8
CENPN
USP45
G3BP2
C7orf16
EMG1
DDX18
TXLNG
RRM2
EXOC2
RPRM
CCL26
USP44
LOC285216
EIF2AK4
SNURF
RC3H2
PNO1
FKBP4
TMPO
C9orf85
RPL22L1
SNX5
JMJD1C
GNPTAB
PSME3
MKKS
FGF2
TUBB2B
TOMM40
MYO1E
LOC729566
C10orf76
RAC3
